Maakond,Aasta,Hoone liik,Tekkepõhjus,Kuu,Hoonetulekahjud
Tartu maakond,2019,Eluhooned,Lahtise tule kasutamisel,1,1
Tartu maakond,2019,Eluhooned,Konstruktsioonipuudus,1,1
Tartu maakond,2019,Eluhooned,Seadme või süsteemi vale paigaldus,1,1
Tartu maakond,2019,Eluhooned,Suitsetamisel,1,2
Saare maakond,2019,Eluhooned,Rike kütteseadmes,1,1
Saare maakond,2019,Eluhooned,Suitsetamisel,1,1
Rapla maakond,2019,Eluhooned,Seadme või süsteemi vale paigaldus,1,1
Pärnu maakond,2019,Eluhooned,Kindlaks tegemata põhjus,1,1
Pärnu maakond,2019,Mitteeluhooned,Rike elektripaigaldises,1,1
Pärnu maakond,2019,Mitteeluhooned,Tehnilise seadme rike,1,1
Lääne-Viru maakond,2019,Eluhooned,Konstruktsioonipuudus,1,1
Lääne maakond,2019,Eluhooned,Elektriseadmete kasutamisel,1,1
Lääne maakond,2019,Eluhooned,Suitsetamisel,1,1
Lääne maakond,2019,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,1,1
Järva maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,1,1
Järva maakond,2019,Mitteeluhooned,Rike kütteseadmes,1,1
Ida-Viru maakond,2019,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",1,1
Ida-Viru maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),1,2
Ida-Viru maakond,2019,Eluhooned,Suitsetamisel,1,3
Ida-Viru maakond,2019,Mitteeluhooned,Tuletöödel,1,1
Ida-Viru maakond,2019,Eluhooned,Kütteseadmete kasutamisel,1,1
Ida-Viru maakond,2019,Eluhooned,Tehnoloogilise protsessi teostamisel,1,1
Ida-Viru maakond,2019,Eluhooned,Rike elektriseadmes,1,1
Ida-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,1,6
Ida-Viru maakond,2019,Mitteeluhooned,Seadme või süsteemi vale paigaldus,1,1
Ida-Viru maakond,2019,Eluhooned,Rike elektripaigaldises,1,2
Ida-Viru maakond,2019,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,1,1
Ida-Viru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,1,2
Hiiu maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,1,1
Harju maakond,2019,Eluhooned,Elektriseadmete kasutamisel,1,2
Harju maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,1,2
Harju maakond,2019,Mitteeluhooned,Kütteseadmete kasutamisel,1,1
Harju maakond,2019,Eluhooned,Kütteseadmete kasutamisel,1,2
Harju maakond,2019,Eluhooned,Konstruktsioonipuudus,1,2
Harju maakond,2019,Eluhooned,Lahtise tule kasutamisel,1,4
Harju maakond,2019,Mitteeluhooned,Kindlaks tegemata põhjus,1,1
Harju maakond,2019,Eluhooned,Seadme või süsteemi vale paigaldus,1,3
Harju maakond,2019,Mitteeluhooned,Rike elektriseadmes,1,1
Harju maakond,2019,Eluhooned,Rike elektriseadmes,1,1
Harju maakond,2019,Mitteeluhooned,Konstruktsioonipuudus,1,2
Harju maakond,2019,Eluhooned,Rike kütteseadmes,1,1
Harju maakond,2019,Eluhooned,Rike elektripaigaldises,1,4
Harju maakond,2019,Eluhooned,Isesüttivate ainete ja materjalide hoidmisel,1,1
Harju maakond,2019,Mitteeluhooned,Rike elektripaigaldises,1,1
Harju maakond,2019,Mitteeluhooned,Suitsetamisel,1,1
Harju maakond,2019,Eluhooned,Summutist jt seadmetest lenduvad sädemed,1,1
Harju maakond,2019,Eluhooned,Kindlaks tegemata põhjus,1,5
Harju maakond,2019,Eluhooned,Suitsetamisel,1,2
Võru maakond,2019,Eluhooned,Rike elektripaigaldises,2,1
Võru maakond,2019,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,2,1
Viljandi maakond,2019,Eluhooned,Seadme või süsteemi vale paigaldus,2,1
Viljandi maakond,2019,Eluhooned,Kuritahtlik,2,1
Viljandi maakond,2019,Eluhooned,Kütteseadmete kasutamisel,2,1
Valga maakond,2019,Mitteeluhooned,Kuritahtlik,2,1
Valga maakond,2019,Mitteeluhooned,Seadme või süsteemi vale paigaldus,2,1
Tartu maakond,2019,Mitteeluhooned,Rike kütteseadmes,2,1
Tartu maakond,2019,Eluhooned,Suitsetamisel,2,2
Tartu maakond,2019,Mitteeluhooned,Rike elektripaigaldises,2,1
Tartu maakond,2019,Mitteeluhooned,Seadme või süsteemi vale paigaldus,2,1
Tartu maakond,2019,Eluhooned,Elektriseadmete kasutamisel,2,1
Tartu maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,2,1
Tartu maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),2,1
Tartu maakond,2019,Eluhooned,Rike kütteseadmes,2,1
Tartu maakond,2019,Eluhooned,Kütteseadmete kasutamisel,2,2
Tartu maakond,2019,Eluhooned,Rike elektripaigaldises,2,2
Tartu maakond,2019,Eluhooned,Seadme või süsteemi vale paigaldus,2,1
Saare maakond,2019,Mitteeluhooned,Rike elektriseadmes,2,1
Pärnu maakond,2019,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,2,1
Pärnu maakond,2019,Eluhooned,Kütteseadmete kasutamisel,2,2
Põlva maakond,2019,Mitteeluhooned,Rike elektripaigaldises,2,1
Põlva maakond,2019,Eluhooned,Rike elektripaigaldises,2,1
Põlva maakond,2019,Mitteeluhooned,Rike kütteseadmes,2,1
Lääne-Viru maakond,2019,Eluhooned,Rike elektripaigaldises,2,1
Lääne-Viru maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),2,1
Lääne-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,2,1
Lääne-Viru maakond,2019,Eluhooned,Isesüttivate ainete ja materjalide hoidmisel,2,1
Lääne-Viru maakond,2019,Eluhooned,Konstruktsioonipuudus,2,1
Jõgeva maakond,2019,Eluhooned,Suitsetamisel,2,1
Ida-Viru maakond,2019,Eluhooned,Rike elektripaigaldises,2,2
Ida-Viru maakond,2019,Eluhooned,Elektriseadmete kasutamisel,2,1
Ida-Viru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,2,2
Ida-Viru maakond,2019,Eluhooned,Kuritahtlik,2,1
Ida-Viru maakond,2019,Eluhooned,Kütteseadmete kasutamisel,2,2
Ida-Viru maakond,2019,Eluhooned,Rike elektriseadmes,2,2
Ida-Viru maakond,2019,Eluhooned,Suitsetamisel,2,3
Ida-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,2,1
Hiiu maakond,2019,Eluhooned,Seadme või süsteemi vale paigaldus,2,1
Harju maakond,2019,Eluhooned,Elektriseadmete kasutamisel,2,1
Harju maakond,2019,Mitteeluhooned,Kütteseadmete kasutamisel,2,1
Harju maakond,2019,Mitteeluhooned,Kuritahtlik,2,1
Harju maakond,2019,Eluhooned,Konstruktsioonipuudus,2,3
Harju maakond,2019,Mitteeluhooned,Suitsetamisel,2,2
Harju maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),2,2
Harju maakond,2019,Eluhooned,Rike elektripaigaldises,2,2
Harju maakond,2019,Mitteeluhooned,Rike elektripaigaldises,2,1
Harju maakond,2019,Eluhooned,Lahtise tule kasutamisel,2,3
Harju maakond,2019,Eluhooned,Kuritahtlik,2,3
Harju maakond,2019,Eluhooned,Kütteseadmete kasutamisel,2,1
Harju maakond,2019,Eluhooned,Kindlaks tegemata põhjus,2,2
Harju maakond,2019,Mitteeluhooned,Seadme või süsteemi vale paigaldus,2,1
Harju maakond,2019,Eluhooned,Suitsetamisel,2,1
Viljandi maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,3,1
Viljandi maakond,2019,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",3,1
Valga maakond,2019,Mitteeluhooned,Rike elektriseadmes,3,1
Valga maakond,2019,Eluhooned,Kuritahtlik,3,2
Valga maakond,2019,Eluhooned,Kütteseadmete kasutamisel,3,1
Tartu maakond,2019,Eluhooned,Kütteseadmete kasutamisel,3,1
Tartu maakond,2019,Mitteeluhooned,Suitsetamisel,3,2
Tartu maakond,2019,Eluhooned,Kuritahtlik,3,2
Tartu maakond,2019,Eluhooned,Suitsetamisel,3,2
Tartu maakond,2019,Eluhooned,Kindlaks tegemata põhjus,3,1
Saare maakond,2019,Eluhooned,Rike elektripaigaldises,3,1
Rapla maakond,2019,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,3,1
Rapla maakond,2019,Eluhooned,Rike kütteseadmes,3,1
Pärnu maakond,2019,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",3,1
Pärnu maakond,2019,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,3,3
Pärnu maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),3,1
Pärnu maakond,2019,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,3,1
Pärnu maakond,2019,Eluhooned,Lahtise tule kasutamisel,3,1
Pärnu maakond,2019,Eluhooned,Rike elektripaigaldises,3,2
Põlva maakond,2019,Eluhooned,Rike elektriseadmes,3,1
Lääne-Viru maakond,2019,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,3,1
Lääne-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,3,1
Lääne-Viru maakond,2019,Mitteeluhooned,Rike elektripaigaldises,3,2
Lääne maakond,2019,Eluhooned,Lahtise tule kasutamisel,3,1
Lääne maakond,2019,Eluhooned,Rike elektripaigaldises,3,1
Järva maakond,2019,Mitteeluhooned,Rike elektripaigaldises,3,1
Järva maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,3,1
Jõgeva maakond,2019,Mitteeluhooned,Rike elektripaigaldises,3,1
Ida-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,3,2
Ida-Viru maakond,2019,Eluhooned,Suitsetamisel,3,1
Ida-Viru maakond,2019,Eluhooned,Laste mängimine lahtise tulega,3,1
Ida-Viru maakond,2019,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",3,1
Ida-Viru maakond,2019,Eluhooned,Rike elektriseadmes,3,1
Ida-Viru maakond,2019,Mitteeluhooned,Kuritahtlik,3,1
Ida-Viru maakond,2019,Eluhooned,Elektriseadmete kasutamisel,3,1
Ida-Viru maakond,2019,Eluhooned,Kütteseadmete kasutamisel,3,1
Ida-Viru maakond,2019,Mitteeluhooned,Elektriseadmete kasutamisel,3,1
Harju maakond,2019,Eluhooned,Lahtise tule kasutamisel,3,2
Harju maakond,2019,Eluhooned,Kütteseadmete kasutamisel,3,3
Harju maakond,2019,Eluhooned,Rike kütteseadmes,3,2
Harju maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,3,5
Harju maakond,2019,Mitteeluhooned,Rike elektripaigaldises,3,2
Harju maakond,2019,Mitteeluhooned,Kuritahtlik,3,2
Harju maakond,2019,Eluhooned,Kuritahtlik,3,1
Harju maakond,2019,Mitteeluhooned,Konstruktsioonipuudus,3,1
Harju maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),3,2
Harju maakond,2019,Mitteeluhooned,Elektriseadmete kasutamisel,3,1
Harju maakond,2019,Mitteeluhooned,Toiduvalmistamisel (kõrbemine),3,2
Harju maakond,2019,Eluhooned,Suitsetamisel,3,5
Harju maakond,2019,Mitteeluhooned,Rike elektriseadmes,3,1
Harju maakond,2019,Mitteeluhooned,Kütteseadmete kasutamisel,3,1
Harju maakond,2019,Mitteeluhooned,Tuletöödel,3,1
Harju maakond,2019,Eluhooned,Elektriseadmete kasutamisel,3,1
Harju maakond,2019,Eluhooned,Rike elektripaigaldises,3,3
Võru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,4,2
Võru maakond,2019,Eluhooned,Suitsetamisel,4,1
Võru maakond,2019,Mitteeluhooned,Kindlaks tegemata põhjus,4,1
Viljandi maakond,2019,Eluhooned,Suitsetamisel,4,1
Viljandi maakond,2019,Mitteeluhooned,Rike kütteseadmes,4,1
Viljandi maakond,2019,Eluhooned,Kütteseadmete kasutamisel,4,1
Viljandi maakond,2019,Mitteeluhooned,Suitsetamisel,4,1
Viljandi maakond,2019,Eluhooned,Rike elektriseadmes,4,1
Viljandi maakond,2019,Mitteeluhooned,Kindlaks tegemata põhjus,4,1
Viljandi maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,4,1
Valga maakond,2019,Mitteeluhooned,Rike elektriseadmes,4,1
Valga maakond,2019,Eluhooned,Suitsetamisel,4,1
Valga maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,4,1
Tartu maakond,2019,Eluhooned,Loodusnähtused,4,1
Tartu maakond,2019,Mitteeluhooned,Rike elektriseadmes,4,1
Tartu maakond,2019,Eluhooned,Tuletöödel,4,1
Tartu maakond,2019,Mitteeluhooned,Rike elektripaigaldises,4,1
Tartu maakond,2019,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,4,1
Tartu maakond,2019,Eluhooned,Lahtise tule kasutamisel,4,1
Tartu maakond,2019,Eluhooned,Suitsetamisel,4,1
Tartu maakond,2019,Eluhooned,Rike elektriseadmes,4,1
Tartu maakond,2019,Eluhooned,Kindlaks tegemata põhjus,4,1
Saare maakond,2019,Eluhooned,Lahtise tule kasutamisel,4,1
Rapla maakond,2019,Eluhooned,Rike elektripaigaldises,4,1
Pärnu maakond,2019,Eluhooned,Lahtise tule kasutamisel,4,1
Pärnu maakond,2019,Eluhooned,Suitsetamisel,4,1
Pärnu maakond,2019,Eluhooned,Rike elektriseadmes,4,1
Pärnu maakond,2019,Eluhooned,Kuritahtlik,4,1
Pärnu maakond,2019,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,4,1
Põlva maakond,2019,Mitteeluhooned,Suitsetamisel,4,1
Põlva maakond,2019,Mitteeluhooned,Rike kütteseadmes,4,1
Põlva maakond,2019,Eluhooned,Suitsetamisel,4,1
Põlva maakond,2019,Eluhooned,Kütteseadmete kasutamisel,4,1
Lääne-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,4,5
Lääne-Viru maakond,2019,Mitteeluhooned,Konstruktsioonipuudus,4,1
Lääne-Viru maakond,2019,Mitteeluhooned,Laste mängimine lahtise tulega,4,1
Lääne-Viru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,4,2
Lääne-Viru maakond,2019,Eluhooned,Kindlaks tegemata põhjus,4,1
Järva maakond,2019,Mitteeluhooned,Suitsetamisel,4,1
Järva maakond,2019,Eluhooned,Kindlaks tegemata põhjus,4,1
Jõgeva maakond,2019,Eluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,4,1
Jõgeva maakond,2019,Eluhooned,Suitsetamisel,4,1
Jõgeva maakond,2019,Mitteeluhooned,Kuritahtlik,4,1
Jõgeva maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,4,1
Jõgeva maakond,2019,Mitteeluhooned,Tehnilise seadme rike,4,1
Ida-Viru maakond,2019,Eluhooned,Suitsetamisel,4,2
Ida-Viru maakond,2019,Eluhooned,Elektriseadmete kasutamisel,4,2
Ida-Viru maakond,2019,Eluhooned,Tuletöödel,4,1
Ida-Viru maakond,2019,Eluhooned,Kütteseadmete kasutamisel,4,1
Ida-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,4,8
Ida-Viru maakond,2019,Eluhooned,Rike elektriseadmes,4,1
Ida-Viru maakond,2019,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",4,1
Ida-Viru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,4,10
Hiiu maakond,2019,Eluhooned,Rike elektriseadmes,4,1
Harju maakond,2019,Mitteeluhooned,Konstruktsioonipuudus,4,1
Harju maakond,2019,Eluhooned,Rike kütteseadmes,4,1
Harju maakond,2019,Mitteeluhooned,Rike elektriseadmes,4,1
Harju maakond,2019,Eluhooned,Kindlaks tegemata põhjus,4,1
Harju maakond,2019,Eluhooned,Kütteseadmete kasutamisel,4,1
Harju maakond,2019,Mitteeluhooned,Kuritahtlik,4,1
Harju maakond,2019,Eluhooned,Suitsetamisel,4,9
Harju maakond,2019,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,4,1
Harju maakond,2019,Eluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,4,1
Harju maakond,2019,Eluhooned,Elektriseadmete kasutamisel,4,1
Harju maakond,2019,Mitteeluhooned,Laste mängimine lahtise tulega,4,1
Harju maakond,2019,Mitteeluhooned,Suitsetamisel,4,2
Harju maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),4,1
Harju maakond,2019,Eluhooned,Seadme või süsteemi vale paigaldus,4,1
Harju maakond,2019,Eluhooned,Konstruktsioonipuudus,4,1
Harju maakond,2019,Eluhooned,Rike elektriseadmes,4,1
Harju maakond,2019,Eluhooned,Lahtise tule kasutamisel,4,7
Harju maakond,2019,Eluhooned,Tuletöödel,4,1
Harju maakond,2019,Mitteeluhooned,Rike elektripaigaldises,4,6
Harju maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,4,8
Harju maakond,2019,Eluhooned,Rike elektripaigaldises,4,6
Võru maakond,2019,Eluhooned,Kütteseadmete kasutamisel,5,1
Võru maakond,2019,Mitteeluhooned,"Pikselöök, keravälk",5,1
Võru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Viljandi maakond,2019,Eluhooned,Lahtise tule kasutamisel,5,1
Viljandi maakond,2019,Mitteeluhooned,"Pikselöök, keravälk",5,1
Valga maakond,2019,Mitteeluhooned,Rike elektripaigaldises,5,1
Valga maakond,2019,Eluhooned,Kuritahtlik,5,1
Valga maakond,2019,Eluhooned,Rike elektriseadmes,5,1
Valga maakond,2019,Mitteeluhooned,Laste mängimine lahtise tulega,5,1
Valga maakond,2019,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,5,1
Valga maakond,2019,Mitteeluhooned,Rike kütteseadmes,5,1
Valga maakond,2019,Mitteeluhooned,Kindlaks tegemata põhjus,5,1
Tartu maakond,2019,Eluhooned,Rike elektriseadmes,5,1
Tartu maakond,2019,Mitteeluhooned,Rike elektriseadmes,5,1
Tartu maakond,2019,Mitteeluhooned,"Pikselöök, keravälk",5,1
Tartu maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),5,1
Tartu maakond,2019,Mitteeluhooned,Kuritahtlik,5,1
Tartu maakond,2019,Mitteeluhooned,Laste mängimine lahtise tulega,5,1
Tartu maakond,2019,Eluhooned,Laste mängimine lahtise tulega,5,1
Tartu maakond,2019,Eluhooned,Kuritahtlik,5,2
!Sisestamata!,2019,!Sisestamata!,!Sisestamata!,5,1
Saare maakond,2019,Eluhooned,Kindlaks tegemata põhjus,5,1
Saare maakond,2019,Eluhooned,Rike elektripaigaldises,5,1
Rapla maakond,2019,Mitteeluhooned,Kuritahtlik,5,1
Rapla maakond,2019,Eluhooned,Rike elektripaigaldises,5,1
Rapla maakond,2019,Mitteeluhooned,Laste mängimine lahtise tulega,5,1
Pärnu maakond,2019,Eluhooned,Rike elektriseadmes,5,1
Pärnu maakond,2019,Mitteeluhooned,Rike elektriseadmes,5,1
Pärnu maakond,2019,Eluhooned,Rike elektripaigaldises,5,1
Pärnu maakond,2019,Mitteeluhooned,Tuletöödel,5,2
Pärnu maakond,2019,Eluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,5,1
Pärnu maakond,2019,Mitteeluhooned,Rike elektripaigaldises,5,1
Põlva maakond,2019,Mitteeluhooned,Seadme või süsteemi vale paigaldus,5,1
Lääne-Viru maakond,2019,Mitteeluhooned,Tuletöödel,5,1
Lääne-Viru maakond,2019,Mitteeluhooned,Laste mängimine lahtise tulega,5,1
Lääne-Viru maakond,2019,Eluhooned,Rike kütteseadmes,5,1
Lääne-Viru maakond,2019,Eluhooned,Rike elektriseadmes,5,1
Lääne-Viru maakond,2019,Mitteeluhooned,Kindlaks tegemata põhjus,5,2
Lääne-Viru maakond,2019,Mitteeluhooned,Kuritahtlik,5,1
Lääne-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,5,2
Lääne-Viru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Lääne-Viru maakond,2019,Eluhooned,Rike elektripaigaldises,5,1
Lääne-Viru maakond,2019,Mitteeluhooned,Konstruktsioonipuudus,5,1
Lääne maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Järva maakond,2019,Eluhooned,Rike kütteseadmes,5,1
Jõgeva maakond,2019,Eluhooned,Lahtise tule kasutamisel,5,1
Jõgeva maakond,2019,Mitteeluhooned,Suitsetamisel,5,1
Jõgeva maakond,2019,Eluhooned,Suitsetamisel,5,2
Ida-Viru maakond,2019,Eluhooned,Rike elektripaigaldises,5,1
Ida-Viru maakond,2019,Mitteeluhooned,Rike elektriseadmes,5,1
Ida-Viru maakond,2019,Eluhooned,Laste mängimine lahtise tulega,5,1
Ida-Viru maakond,2019,Mitteeluhooned,Rike elektripaigaldises,5,1
Ida-Viru maakond,2019,Eluhooned,Elektriseadmete kasutamisel,5,1
Ida-Viru maakond,2019,Eluhooned,Isesüttivate ainete ja materjalide hoidmisel,5,1
Ida-Viru maakond,2019,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,5,1
Ida-Viru maakond,2019,Eluhooned,Suitsetamisel,5,1
Ida-Viru maakond,2019,Eluhooned,Tuletöödel,5,1
Ida-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,5,7
Ida-Viru maakond,2019,Eluhooned,Kindlaks tegemata põhjus,5,1
Ida-Viru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,5,7
Harju maakond,2019,Eluhooned,Kuritahtlik,5,3
Harju maakond,2019,Mitteeluhooned,Seadme või süsteemi vale paigaldus,5,1
Harju maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,5,3
Harju maakond,2019,Eluhooned,Rike elektripaigaldises,5,2
Harju maakond,2019,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,5,1
Harju maakond,2019,Eluhooned,Konstruktsioonipuudus,5,1
Harju maakond,2019,Eluhooned,Elektriseadmete kasutamisel,5,1
Harju maakond,2019,Mitteeluhooned,Kuritahtlik,5,4
Harju maakond,2019,Mitteeluhooned,Kindlaks tegemata põhjus,5,1
Harju maakond,2019,Eluhooned,Seadme või süsteemi vale paigaldus,5,1
Harju maakond,2019,Eluhooned,Lahtise tule kasutamisel,5,6
Harju maakond,2019,Eluhooned,Laste mängimine lahtise tulega,5,2
Võru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Võru maakond,2019,Mitteeluhooned,"Pikselöök, keravälk",6,1
Võru maakond,2019,Mitteeluhooned,Rike kütteseadmes,6,3
Võru maakond,2019,Mitteeluhooned,Loodusnähtused,6,1
Viljandi maakond,2019,Mitteeluhooned,Rike elektripaigaldises,6,1
Viljandi maakond,2019,Eluhooned,"Pikselöök, keravälk",6,1
Valga maakond,2019,Mitteeluhooned,Laste mängimine lahtise tulega,6,1
Valga maakond,2019,Mitteeluhooned,Kuritahtlik,6,1
Valga maakond,2019,Mitteeluhooned,Kindlaks tegemata põhjus,6,1
Valga maakond,2019,Eluhooned,Rike elektripaigaldises,6,1
Tartu maakond,2019,Eluhooned,Kuritahtlik,6,2
Tartu maakond,2019,Eluhooned,Rike elektripaigaldises,6,3
Tartu maakond,2019,Mitteeluhooned,Loodusnähtused,6,1
Tartu maakond,2019,Mitteeluhooned,Kuritahtlik,6,1
Tartu maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),6,1
Tartu maakond,2019,Mitteeluhooned,Tehnilise seadme rike,6,1
Tartu maakond,2019,Mitteeluhooned,Rike elektripaigaldises,6,1
!Sisestamata!,2019,!Sisestamata!,!Sisestamata!,6,1
Saare maakond,2019,Eluhooned,Kütteseadmete kasutamisel,6,1
Saare maakond,2019,Eluhooned,"Pikselöök, keravälk",6,2
Saare maakond,2019,Eluhooned,Laste mängimine lahtise tulega,6,1
Saare maakond,2019,Mitteeluhooned,Loodusnähtused,6,1
Rapla maakond,2019,Mitteeluhooned,Kütteseadmete kasutamisel,6,1
Rapla maakond,2019,Eluhooned,Kindlaks tegemata põhjus,6,1
Rapla maakond,2019,Mitteeluhooned,Rike elektripaigaldises,6,1
Rapla maakond,2019,Eluhooned,Rike elektriseadmes,6,1
Rapla maakond,2019,Mitteeluhooned,"Pikselöök, keravälk",6,1
Rapla maakond,2019,Eluhooned,Rike elektripaigaldises,6,1
Pärnu maakond,2019,Mitteeluhooned,Rike elektripaigaldises,6,1
Pärnu maakond,2019,Eluhooned,Lahtise tule kasutamisel,6,1
Pärnu maakond,2019,Eluhooned,"Pikselöök, keravälk",6,1
Pärnu maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Põlva maakond,2019,Mitteeluhooned,Rike elektriseadmes,6,1
Lääne-Viru maakond,2019,Eluhooned,Laste mängimine lahtise tulega,6,1
Lääne-Viru maakond,2019,Mitteeluhooned,Rike elektriseadmes,6,1
Lääne-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,6,1
Lääne-Viru maakond,2019,Eluhooned,Kindlaks tegemata põhjus,6,2
Lääne-Viru maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),6,4
Lääne-Viru maakond,2019,Eluhooned,Suitsetamisel,6,2
Lääne-Viru maakond,2019,Mitteeluhooned,Tehnilise seadme rike,6,1
Lääne-Viru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Lääne maakond,2019,Mitteeluhooned,"Pikselöök, keravälk",6,2
Lääne maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Järva maakond,2019,Eluhooned,"Pikselöök, keravälk",6,2
Järva maakond,2019,Mitteeluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",6,1
Järva maakond,2019,Eluhooned,Elektriseadmete kasutamisel,6,1
Järva maakond,2019,Eluhooned,Laste mängimine lahtise tulega,6,1
Jõgeva maakond,2019,Eluhooned,Rike kütteseadmes,6,1
Jõgeva maakond,2019,Eluhooned,Kuritahtlik,6,2
Jõgeva maakond,2019,Mitteeluhooned,Konstruktsioonipuudus,6,1
Jõgeva maakond,2019,Mitteeluhooned,Laste mängimine lahtise tulega,6,1
Jõgeva maakond,2019,Eluhooned,"Pikselöök, keravälk",6,1
Ida-Viru maakond,2019,Eluhooned,Suitsetamisel,6,3
Ida-Viru maakond,2019,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,6,1
Ida-Viru maakond,2019,Eluhooned,Toiduvalmistamisel (kõrbemine),6,1
Ida-Viru maakond,2019,Eluhooned,Lahtise tule kasutamisel,6,3
Ida-Viru maakond,2019,Eluhooned,Elektriseadmete kasutamisel,6,1
Ida-Viru maakond,2019,Eluhooned,Kütteseadmete kasutamisel,6,1
Ida-Viru maakond,2019,Mitteeluhooned,Lahtise tule kasutamisel,6,2
Ida-Viru maakond,2019,Mitteeluhooned,Kuritahtlik,6,2
Ida-Viru maakond,2019,Eluhooned,Kuritahtlik,6,2
Hiiu maakond,2019,Mitteeluhooned,Loodusnähtused,6,1
Hiiu maakond,2019,Eluhooned,"Pikselöök, keravälk",6,1
Harju maakond,2019,Mitteeluhooned,Rike elektriseadmes,6,1
Harju maakond,2019,Mitteeluhooned,Kuritahtlik,6,2
Harju maakond,2019,Mitteeluhooned,Suitsetamisel,6,1
Harju maakond,2019,Eluhooned,Tuletöödel,6,1
Harju maakond,2019,Mitteeluhooned,Seadme või süsteemi vale paigaldus,6,1
Harju maakond,2019,Eluhooned,"Pikselöök, keravälk",6,1
